Customer_ID,Age,Gender,Marital_Status,Education_Level,Employment_Status,Account_Tenure_Months,Account_Type,Number_of_Products,Average_Balance,Monthly_Transactions,Online_Banking_Usage,Mobile_Banking_Usage,Number_of_Complaints,Complaint_Resolution_Rate,Customer_Support_Calls,Email_Opt_In,Credit_Card_Holder,Loan_Account_Holder,Churn
CUST1768,48,Female,Married,University,Employed,81,Savings,2,279132,11,11,11,1,0.79,3,1,1,0,0
CUST1256,24,Female,Single,None,Employed,11,Current,2,90675,21,8,12,0,0.53,0,1,1,1,1
CUST0601,38,Male,Married,Secondary,Employed,162,Current,3,1463,13,10,10,0,0.8,1,0,0,0,0
CUST1226,40,Female,Single,Secondary,Unemployed,122,Savings,1,129683,17,3,10,0,0.77,2,1,0,0,0
CUST1114,42,Female,Married,None,Self-employed,111,Current,4,265891,12,14,11,0,0.8,1,0,0,1,0
CUST1456,34,Female,Married,None,Self-employed,68,Fixed Deposit,3,12299,9,10,10,0,0.9,1,1,1,0,0
CUST1534,37,Male,Married,University,Self-employed,63,Current,2,92772,14,5,9,1,0.86,0,1,1,0,1
CUST2944,25,Male,Single,Primary,Employed,15,Savings,1,292627,19,7,11,0,0.69,0,0,1,0,0
CUST1739,44,Female,Single,Secondary,Unemployed,51,Current,1,40303,17,11,15,0,0.84,0,0,0,0,1
CUST0079,29,Male,Married,Primary,Employed,71,Savings,2,35725,17,6,12,0,0.91,1,1,1,1,0
CUST0903,25,Male,Married,University,Self-employed,153,Current,2,16646,15,9,11,1,0.98,0,0,1,0,0
CUST1372,31,Female,Single,Primary,Unemployed,66,Savings,2,21746,8,9,13,0,0.66,1,1,1,0,0
CUST1980,27,Female,Married,None,Self-employed,62,Current,1,138353,27,9,10,0,0.52,1,1,0,1,0
CUST2867,46,Male,Single,Secondary,Self-employed,128,Savings,2,354258,29,11,13,0,0.76,1,1,0,1,0
CUST1682,29,Male,Married,Primary,Employed,64,Current,2,458059,19,8,7,0,0.85,0,1,0,0,0
CUST0537,59,Female,Divorced,Primary,Self-employed,56,Savings,3,165438,12,13,21,1,0.99,0,1,1,1,0
CUST0018,33,Female,Single,Secondary,Employed,138,Savings,3,8780,7,8,9,0,0.58,1,1,1,0,0
CUST0993,44,Male,Married,Secondary,Unemployed,75,Savings,4,80291,15,9,11,0,0.82,0,1,0,0,0
CUST0371,29,Male,Single,Primary,Employed,21,Current,2,356775,16,9,10,0,0.66,4,1,0,0,0
CUST1663,37,Female,Married,None,Employed,88,Savings,3,226410,15,9,13,0,0.96,1,1,0,0,0
CUST2692,46,Male,Married,Primary,Employed,88,Savings,2,193856,11,6,9,0,0.57,1,1,0,0,1
CUST0275,49,Male,Divorced,University,Self-employed,147,Savings,3,296292,15,8,9,0,0.51,3,0,1,0,1
CUST0164,33,Male,Single,Primary,Employed,45,Savings,1,35277,12,10,18,0,0.83,1,1,1,1,0
CUST1652,19,Female,Single,Primary,Employed,32,Savings,3,44026,8,6,11,1,0.79,2,0,1,0,0
CUST1607,32,Male,Single,Primary,Employed,94,Current,3,339247,10,10,11,0,0.93,2,1,0,1,1
CUST2081,32,Female,Married,Secondary,Employed,115,Savings,1,136952,15,8,10,0,0.75,1,1,0,0,1
CUST1776,35,Female,Married,Primary,Employed,58,Savings,1,201792,15,8,8,0,0.67,1,1,0,0,1
CUST2024,46,Male,Single,Primary,Employed,77,Savings,3,25453,17,11,12,0,0.85,0,1,0,0,1
CUST0269,25,Male,Married,Secondary,Employed,60,Current,1,248654,19,3,9,0,0.59,0,1,0,1,1
CUST2147,19,Female,Married,University,Employed,161,Savings,3,225514,8,11,14,0,0.79,2,1,1,0,0
CUST0032,43,Female,Married,University,Unemployed,176,Savings,4,463170,21,6,9,0,0.5,0,1,0,0,0
CUST0772,35,Male,Married,University,Employed,167,Current,1,1735,16,4,11,0,0.77,2,1,0,0,0
CUST0729,39,Male,Married,University,Self-employed,156,Savings,4,386910,14,6,8,0,0.68,0,1,0,0,0
CUST0240,22,Female,Married,University,Self-employed,9,Fixed Deposit,1,159182,11,8,7,0,0.98,1,0,1,0,0
CUST2011,28,Female,Married,Primary,Unemployed,149,Savings,4,302297,15,6,7,0,0.91,0,0,1,1,0
CUST1331,33,Female,Married,Primary,Employed,109,Current,1,278192,13,6,7,0,0.61,1,1,0,0,0
CUST1356,56,Female,Married,Primary,Self-employed,175,Savings,4,4331,18,13,14,0,0.57,2,1,0,1,0
CUST1278,52,Male,Single,Secondary,Employed,115,Savings,2,28026,12,9,10,0,0.88,0,1,0,0,1
CUST0368,35,Male,Single,Secondary,Employed,175,Current,1,12649,11,6,13,1,0.6,2,1,0,0,0
CUST0372,46,Female,Married,Secondary,Employed,33,Savings,1,397650,9,9,12,0,0.76,1,1,0,0,0
CUST2533,29,Female,Single,Primary,Self-employed,174,Current,2,89285,11,8,6,0,0.51,0,1,0,0,0
CUST1794,31,Male,Single,Primary,Employed,102,Savings,1,554987,11,8,11,0,0.77,2,1,0,0,1
CUST1863,34,Female,Single,Secondary,Self-employed,67,Savings,2,52267,16,14,5,0,0.93,0,0,1,0,0
CUST1344,21,Female,Divorced,University,Employed,157,Savings,3,395772,19,5,11,0,0.8,0,1,0,0,0
CUST0543,35,Male,Married,University,Self-employed,99,Savings,4,80713,14,5,17,0,0.65,0,0,0,1,0
CUST1083,37,Male,Married,Secondary,Self-employed,81,Savings,2,39993,10,7,4,1,0.72,2,0,0,0,1
CUST0686,24,Female,Single,Secondary,Employed,115,Current,3,290747,14,11,15,1,0.78,0,1,1,0,1
CUST0761,20,Female,Married,Primary,Employed,166,Savings,2,49888,12,6,5,0,0.61,0,0,1,0,0
CUST1168,65,Male,Single,Secondary,Employed,34,Savings,2,108628,17,6,7,0,0.7,2,1,0,1,0
CUST0222,30,Female,Single,Secondary,Unemployed,49,Current,1,46220,19,4,8,1,0.88,0,0,0,0,0
CUST0295,40,Female,Single,Primary,Employed,91,Savings,1,162094,12,11,10,0,0.6,0,1,0,0,0
CUST0636,30,Female,Married,None,Employed,26,Savings,3,215754,11,10,9,0,0.94,2,0,0,0,1
CUST0612,50,Male,Single,Primary,Employed,116,Fixed Deposit,2,26114,18,9,8,0,0.85,1,1,0,1,0
CUST0586,31,Female,Divorced,None,Employed,51,Savings,3,138697,12,5,19,0,0.89,1,0,0,0,0
CUST2553,40,Female,Single,Secondary,Employed,174,Savings,1,228073,15,7,6,0,0.67,1,0,1,0,0
CUST0733,42,Male,Married,University,Self-employed,68,Savings,3,76716,13,6,13,0,0.78,1,1,1,0,1
CUST1636,30,Male,Married,Secondary,Self-employed,86,Savings,1,283255,19,9,9,0,0.53,1,0,0,1,0
CUST2344,29,Female,Single,None,Employed,40,Savings,2,40457,12,13,5,0,0.82,1,1,1,0,1
CUST0331,46,Male,Single,Primary,Self-employed,5,Savings,2,219940,20,7,12,0,0.95,1,1,0,1,0
CUST1164,48,Male,Single,University,Self-employed,59,Savings,2,866872,10,10,13,0,0.75,0,0,1,0,0
CUST2359,37,Female,Single,Primary,Employed,7,Savings,1,100392,12,7,9,1,0.9,2,0,0,0,1
CUST1565,22,Female,Married,Secondary,Self-employed,157,Current,3,72752,22,4,14,0,0.78,0,1,0,0,0
CUST2817,43,Male,Married,Primary,Employed,120,Fixed Deposit,3,110425,14,7,16,0,0.6,1,1,0,0,0
CUST1219,28,Male,Married,Primary,Employed,127,Savings,2,169925,15,9,7,0,0.88,2,0,0,0,0
CUST2808,33,Female,Married,Secondary,Self-employed,28,Savings,1,305709,12,16,16,0,0.78,0,0,0,0,0
CUST2780,49,Male,Single,Secondary,Employed,176,Savings,1,266222,18,10,14,2,0.89,3,1,1,0,0
CUST1026,19,Female,Married,University,Self-employed,143,Savings,4,102986,20,7,16,0,0.66,0,1,1,0,0
CUST1736,42,Male,Married,Primary,Employed,173,Savings,1,315483,13,8,11,0,0.9,0,1,0,0,0
CUST0735,38,Male,Married,Secondary,Unemployed,51,Savings,2,239549,16,7,5,0,0.6,0,1,1,0,0
CUST2018,38,Male,Married,Primary,Employed,55,Savings,2,10397,13,7,11,0,0.71,1,1,1,1,0
CUST1716,38,Male,Married,University,Self-employed,161,Current,3,858962,12,7,8,1,0.75,1,1,1,0,0
CUST1841,32,Male,Married,University,Employed,40,Fixed Deposit,1,15330,16,7,9,0,0.67,2,0,1,0,0
CUST2724,37,Male,Single,University,Employed,107,Savings,1,263990,17,8,11,0,0.78,0,0,1,0,1
CUST1272,32,Male,Married,Primary,Employed,144,Fixed Deposit,3,529724,21,5,7,1,0.7,1,1,0,0,0
CUST0583,37,Male,Single,None,Employed,14,Savings,1,56995,17,9,6,0,0.62,4,0,1,0,0
CUST2138,29,Female,Married,Primary,Self-employed,73,Savings,4,80389,15,12,11,0,0.69,1,0,1,1,1
CUST1725,38,Male,Single,Secondary,Employed,128,Current,1,15586,14,7,13,0,0.56,0,1,0,0,0
CUST0506,50,Female,Single,Secondary,Unemployed,165,Savings,2,225402,9,5,9,0,0.9,2,0,0,1,1
CUST1714,26,Female,Married,University,Employed,97,Savings,4,264092,14,9,10,0,0.91,0,0,1,0,0
CUST2933,30,Female,Married,University,Employed,68,Savings,2,69335,9,10,12,0,0.8,0,1,0,0,0
CUST2290,29,Female,Married,Secondary,Employed,72,Savings,2,89038,18,6,9,0,0.6,2,0,0,0,0
CUST0272,47,Female,Married,Secondary,Self-employed,170,Savings,3,327982,23,10,11,0,0.51,0,1,0,0,0
CUST0408,32,Female,Married,Secondary,Self-employed,137,Savings,4,164912,16,6,7,0,0.75,1,0,0,0,0
CUST1921,45,Female,Single,Secondary,Unemployed,38,Savings,1,139556,17,4,7,1,0.96,0,1,1,0,0
CUST2438,34,Male,Single,Primary,Employed,85,Savings,1,139281,19,8,11,0,0.88,0,1,0,0,0
CUST0707,29,Female,Married,Secondary,Unemployed,175,Fixed Deposit,1,433425,16,12,10,0,0.81,0,0,1,0,0
CUST1862,43,Female,Married,Secondary,Employed,109,Savings,1,19399,17,8,6,0,0.57,0,1,1,0,0
CUST0123,29,Female,Married,Secondary,Self-employed,90,Savings,3,95901,20,10,8,1,0.8,1,1,0,1,0
CUST1680,30,Female,Divorced,University,Self-employed,143,Current,1,222295,9,12,13,1,0.59,2,1,0,0,0
CUST2082,30,Male,Single,University,Self-employed,53,Savings,1,44719,15,4,8,1,0.74,0,1,0,0,1
CUST1083,45,Female,Single,Secondary,Self-employed,161,Fixed Deposit,2,44900,12,10,14,0,0.81,0,1,0,0,1
CUST1734,56,Male,Married,Primary,Employed,58,Savings,4,266915,12,7,7,0,0.96,0,1,0,1,1
CUST1815,22,Female,Single,Primary,Unemployed,69,Fixed Deposit,2,64178,18,2,12,0,0.62,0,1,0,1,1
CUST2177,26,Female,Single,Secondary,Self-employed,157,Savings,2,181594,16,5,8,0,0.62,1,0,0,1,0
CUST2774,25,Male,Single,Primary,Employed,40,Savings,2,145342,14,7,8,0,0.52,2,1,1,1,0
CUST1604,22,Female,Married,Secondary,Employed,143,Current,4,199894,19,7,11,0,0.99,1,1,1,0,0
CUST1947,37,Female,Single,None,Employed,2,Savings,2,218624,11,4,6,2,0.57,0,0,0,1,1
CUST1579,36,Male,Married,Secondary,Employed,2,Savings,2,250409,11,3,7,0,0.88,2,1,0,1,1
CUST2031,31,Male,Single,Primary,Unemployed,24,Current,3,500,21,8,11,0,0.59,1,0,0,0,1
CUST2910,30,Female,Married,Secondary,Employed,59,Savings,1,40417,11,4,14,0,0.84,2,1,0,0,1
CUST2590,41,Female,Married,Primary,Unemployed,104,Savings,3,251372,13,8,10,1,0.73,2,0,0,0,0
CUST0916,18,Female,Married,Primary,Employed,105,Savings,3,108837,12,7,4,0,0.55,0,1,1,0,1
CUST2368,48,Male,Married,Secondary,Self-employed,116,Savings,2,1598,18,2,12,1,0.92,2,0,1,0,1
CUST0842,36,Female,Married,University,Self-employed,28,Savings,2,86877,18,11,9,1,0.87,1,1,0,0,0
CUST1516,44,Female,Single,University,Employed,86,Current,4,95289,18,4,15,0,0.62,0,0,1,0,0
CUST1721,34,Female,Single,None,Self-employed,157,Current,1,41403,18,7,12,1,0.82,2,1,0,0,0
CUST2894,35,Female,Single,Secondary,Employed,165,Savings,2,51797,9,8,7,0,0.57,2,0,1,1,0
CUST1345,32,Male,Married,Secondary,Employed,57,Fixed Deposit,2,118351,15,8,10,0,0.98,2,1,1,0,0
CUST1447,29,Female,Single,Secondary,Unemployed,101,Savings,2,187120,15,6,9,1,0.63,1,1,0,0,0
CUST1675,45,Female,Married,Primary,Employed,16,Savings,3,69154,17,3,9,1,0.82,1,1,0,0,0
CUST1014,36,Female,Married,Secondary,Employed,70,Current,1,54232,16,4,11,1,0.88,1,0,0,0,0
CUST2471,23,Female,Single,None,Self-employed,149,Savings,1,47166,17,6,10,1,0.81,0,1,0,0,0
CUST1309,39,Female,Married,Primary,Employed,150,Current,3,67519,11,8,7,0,0.52,1,1,1,0,0
CUST2990,26,Male,Single,Primary,Self-employed,98,Current,2,90081,7,10,8,1,0.82,0,1,0,0,1
CUST1243,18,Female,Married,Primary,Employed,137,Current,1,29922,15,7,14,0,0.62,0,1,0,0,1
CUST0754,34,Male,Single,Secondary,Unemployed,133,Current,1,9919,21,4,7,0,0.67,1,1,0,1,0
CUST0069,34,Female,Single,University,Employed,128,Savings,4,16827,18,7,16,1,0.73,2,1,0,0,0
CUST2262,40,Female,Married,Secondary,Self-employed,72,Current,2,149227,6,4,10,0,0.67,0,0,1,0,1
CUST1198,49,Male,Single,Secondary,Employed,150,Savings,1,286720,17,6,9,0,0.66,1,1,1,0,0
CUST0812,44,Female,Single,Primary,Unemployed,94,Savings,2,98711,10,11,14,0,0.56,0,1,0,0,1
CUST2600,27,Female,Married,Primary,Employed,73,Savings,2,79368,17,6,8,0,0.97,2,0,1,0,0
CUST1184,41,Male,Married,Secondary,Self-employed,55,Current,3,490369,7,6,9,0,0.51,0,1,0,0,0
CUST0583,36,Male,Divorced,University,Employed,166,Savings,2,18271,13,6,4,1,0.58,2,1,1,0,0
CUST2262,40,Male,Divorced,None,Employed,147,Fixed Deposit,2,53034,22,6,6,1,0.78,1,1,1,0,1
CUST1380,31,Male,Married,Primary,Self-employed,60,Savings,1,68552,9,12,11,0,0.62,0,1,0,0,1
CUST2049,28,Female,Divorced,University,Self-employed,1,Current,3,186936,23,8,6,0,0.71,2,1,0,0,1
CUST2789,45,Male,Single,Primary,Self-employed,83,Current,1,144914,19,5,7,0,0.83,0,1,0,0,0
CUST1803,36,Male,Married,University,Self-employed,56,Current,2,169398,17,9,11,0,0.82,0,1,1,0,0
CUST1192,42,Male,Divorced,Secondary,Employed,138,Current,1,179860,12,12,12,0,0.99,0,0,0,1,0
CUST1072,29,Male,Married,University,Unemployed,52,Fixed Deposit,1,62134,12,11,8,0,0.8,1,0,0,0,0
CUST1933,18,Female,Married,University,Employed,10,Current,3,123067,12,7,14,1,0.65,1,0,1,0,0
CUST1553,30,Female,Single,University,Unemployed,70,Savings,2,55863,16,8,18,0,0.71,1,1,1,0,0
CUST1902,36,Male,Married,Secondary,Employed,147,Savings,1,379103,13,11,9,0,0.51,1,1,0,0,0
CUST2187,55,Female,Married,Secondary,Self-employed,49,Savings,3,237374,14,8,7,0,0.73,0,0,0,0,1
CUST0241,35,Male,Divorced,Primary,Employed,32,Fixed Deposit,4,287619,20,8,9,0,0.99,0,1,1,0,0
CUST1738,18,Male,Married,University,Self-employed,13,Savings,3,149138,16,8,9,0,0.95,0,1,0,0,0
CUST1842,30,Male,Married,University,Self-employed,169,Savings,1,7024,19,12,4,0,0.82,2,1,0,1,0
CUST1166,25,Male,Married,Secondary,Employed,36,Current,4,30108,17,6,13,0,0.54,1,1,0,0,0
CUST0224,40,Female,Married,Primary,Self-employed,112,Current,1,15335,16,6,6,0,0.97,0,1,1,0,0
CUST0256,32,Male,Divorced,Secondary,Employed,52,Current,1,42287,13,12,16,0,0.89,0,1,0,0,0
CUST0132,41,Male,Single,Secondary,Employed,47,Savings,1,122028,18,7,8,1,0.65,0,1,0,0,0
CUST0315,44,Female,Divorced,Primary,Employed,111,Savings,2,78501,11,10,12,0,0.97,3,1,0,0,0
CUST0636,26,Female,Married,Primary,Self-employed,142,Savings,2,140225,16,7,8,1,0.59,2,1,0,0,0
CUST2091,46,Female,Married,University,Self-employed,13,Current,3,181509,11,7,9,0,0.9,0,1,0,1,0
CUST2075,28,Female,Married,None,Employed,68,Current,2,16082,17,8,12,0,0.88,0,1,0,0,0
CUST1252,33,Female,Married,Secondary,Employed,2,Savings,1,40535,10,8,11,0,0.52,1,0,0,0,0
CUST0745,31,Female,Married,University,Self-employed,88,Current,3,198894,14,7,12,1,0.68,0,1,0,0,0
CUST2866,18,Female,Married,Secondary,Employed,65,Savings,1,18678,12,11,10,1,0.79,0,1,0,0,0
CUST1265,31,Female,Married,Secondary,Unemployed,126,Current,1,72882,18,10,7,1,0.66,0,1,1,0,0
CUST1868,18,Female,Single,Secondary,Employed,21,Current,3,477436,12,6,13,1,0.69,0,1,0,1,0
CUST1289,20,Male,Married,Primary,Self-employed,60,Current,1,1106,15,9,14,0,0.86,2,0,0,0,1
CUST1424,37,Male,Married,Primary,Employed,39,Current,3,45259,14,9,12,0,0.9,0,1,0,0,1
CUST2686,38,Male,Single,None,Employed,98,Savings,1,40306,11,11,9,0,0.52,1,1,1,1,0
CUST0796,42,Female,Single,University,Self-employed,21,Savings,4,729955,13,6,9,1,0.79,0,0,0,0,1
CUST2428,28,Male,Married,Primary,Unemployed,129,Savings,1,431219,15,10,15,1,0.6,0,1,0,0,0
CUST2125,40,Female,Married,Primary,Employed,94,Savings,2,292693,24,9,9,1,0.69,0,1,0,0,1
CUST0967,46,Female,Married,Primary,Unemployed,9,Savings,1,34284,20,8,4,0,0.68,4,0,0,0,1
CUST2519,30,Female,Single,Primary,Employed,106,Current,3,269701,16,9,12,0,0.5,1,1,0,0,0
CUST1548,41,Male,Married,University,Employed,121,Current,3,25957,15,18,4,0,0.99,3,1,0,0,1
CUST2392,18,Female,Single,Secondary,Employed,149,Savings,1,185858,5,7,11,0,0.57,0,0,0,0,0
CUST1812,31,Female,Married,Primary,Employed,139,Savings,1,139352,7,13,13,0,0.97,0,0,0,0,0
CUST2753,35,Female,Single,Secondary,Self-employed,89,Current,1,5739,17,10,6,1,0.7,1,1,0,1,1
CUST1785,40,Male,Married,Primary,Employed,14,Savings,3,31092,19,9,10,1,0.93,0,1,0,1,0
CUST1716,26,Female,Single,None,Employed,153,Fixed Deposit,4,100067,17,11,12,0,0.97,3,1,1,0,0
CUST0912,32,Female,Divorced,Primary,Employed,48,Current,1,9147,19,15,6,1,0.79,0,0,1,1,0
CUST2851,36,Male,Married,Secondary,Employed,16,Savings,1,122259,16,5,6,0,0.93,0,0,0,0,0
CUST0783,44,Male,Married,Secondary,Unemployed,103,Savings,3,103735,15,9,7,0,0.99,1,1,0,0,0
CUST1753,43,Male,Married,Secondary,Employed,164,Savings,2,57425,15,10,7,0,0.96,1,1,0,0,0
CUST2813,33,Male,Single,Primary,Self-employed,155,Current,2,86389,17,12,12,1,0.65,3,1,0,0,0
CUST1553,38,Male,Single,Secondary,Employed,137,Savings,3,392942,11,7,19,1,0.82,1,1,0,0,0
CUST0926,38,Female,Divorced,None,Self-employed,137,Savings,1,43886,14,10,9,1,0.95,0,1,0,0,1
CUST0362,27,Female,Single,Secondary,Self-employed,138,Savings,1,33445,14,11,16,0,0.93,0,0,0,0,0
CUST0525,59,Male,Married,Secondary,Employed,176,Savings,2,37171,17,11,10,0,0.9,1,0,1,0,0
CUST1637,37,Female,Married,Secondary,Employed,173,Savings,1,7895,19,13,7,0,0.62,2,1,1,0,1
CUST2740,40,Male,Single,Secondary,Unemployed,174,Current,3,27002,16,11,12,0,0.6,1,1,0,0,0
CUST0287,22,Female,Single,University,Self-employed,139,Savings,2,179296,17,9,10,0,0.93,1,0,0,0,0
CUST1773,33,Female,Single,Primary,Self-employed,178,Savings,2,20696,7,3,11,0,0.57,0,0,0,0,0
CUST2691,33,Male,Single,Secondary,Self-employed,3,Current,3,193186,18,8,16,0,0.51,0,0,1,0,0
CUST0109,43,Male,Married,Secondary,Employed,161,Current,3,14589,23,3,15,0,0.66,1,0,0,0,0
CUST0845,40,Male,Single,Secondary,Employed,150,Savings,1,255382,16,12,12,0,0.94,0,1,0,1,0
CUST0719,33,Male,Married,Secondary,Self-employed,140,Savings,1,366295,11,7,9,0,0.68,0,1,1,0,0
CUST1286,40,Female,Single,University,Employed,117,Savings,1,233420,21,8,18,0,0.89,1,1,0,0,1
CUST0193,39,Female,Married,Secondary,Employed,142,Savings,2,18744,20,4,15,0,0.97,1,0,0,1,1
CUST2122,45,Female,Single,Primary,Self-employed,152,Savings,3,128372,9,9,10,0,0.93,1,1,0,0,1
CUST2930,46,Female,Single,Primary,Employed,3,Current,3,44440,13,4,11,0,0.95,0,1,1,0,0
CUST2091,40,Male,Married,Primary,Employed,110,Savings,3,238972,16,7,10,0,0.52,2,0,0,0,0
CUST1556,23,Male,Married,Primary,Employed,84,Savings,3,63996,21,5,7,0,0.62,0,1,0,0,1
CUST1490,32,Male,Single,Primary,Employed,100,Savings,1,94161,11,5,13,1,0.67,0,1,0,0,0
CUST1167,31,Female,Divorced,University,Employed,98,Savings,2,257481,13,11,9,0,0.91,0,0,0,0,0
CUST0474,50,Female,Married,University,Employed,71,Current,1,23198,14,7,8,0,0.72,1,0,1,0,0
CUST0551,33,Male,Married,Secondary,Self-employed,23,Savings,1,208218,16,15,14,0,0.58,2,1,0,1,0
CUST2435,28,Male,Single,Secondary,Self-employed,176,Current,3,20126,20,8,12,1,0.96,0,1,1,0,1
CUST1880,55,Female,Single,Primary,Self-employed,45,Savings,3,32549,16,7,8,0,0.55,1,0,1,0,1
CUST1853,51,Male,Married,Secondary,Employed,11,Savings,2,33206,18,7,8,0,0.71,1,0,0,0,0
CUST1299,34,Male,Married,None,Employed,135,Savings,2,625762,17,5,6,0,0.62,1,1,0,0,0
CUST1445,40,Male,Married,Secondary,Employed,112,Savings,4,135335,22,8,8,0,0.8,1,1,1,0,0
CUST0822,24,Male,Married,Secondary,Employed,152,Savings,2,30379,15,6,6,0,0.56,3,1,0,0,0
CUST0263,41,Male,Single,University,Unemployed,15,Savings,1,123200,19,5,12,0,0.61,1,1,1,0,0
CUST2268,29,Male,Single,Primary,Employed,122,Current,1,7741,15,6,15,1,0.85,1,1,0,0,0
CUST2053,34,Female,Married,Secondary,Employed,160,Current,3,232512,16,5,8,0,0.68,2,0,0,0,0
CUST0152,27,Male,Married,Secondary,Employed,71,Savings,2,363425,11,9,8,0,0.68,0,1,0,0,0
CUST2744,18,Female,Married,Primary,Employed,56,Current,1,355295,14,11,7,0,0.84,1,0,0,0,0
CUST2730,21,Female,Single,University,Employed,48,Current,1,136628,12,8,12,0,0.71,0,1,0,1,1
CUST0116,43,Male,Married,University,Employed,100,Savings,1,8847,12,7,12,0,0.58,0,0,0,0,1
CUST0804,22,Female,Divorced,Secondary,Employed,2,Savings,1,99694,14,7,14,1,0.97,0,1,0,1,0
CUST0027,29,Male,Married,Secondary,Self-employed,50,Current,4,92117,5,8,7,0,0.51,3,1,0,0,0
CUST2239,25,Male,Single,None,Employed,37,Savings,3,5512,14,6,6,0,0.95,3,1,0,0,0
CUST1300,34,Male,Married,None,Unemployed,145,Savings,2,129457,17,6,6,2,0.89,0,1,0,0,0
CUST1417,41,Female,Single,Secondary,Self-employed,146,Savings,3,64101,21,8,9,1,0.84,0,1,1,0,0
CUST2117,32,Female,Single,Primary,Self-employed,72,Savings,3,344301,15,8,11,0,0.68,3,1,0,0,1
CUST2741,25,Female,Married,University,Employed,65,Savings,2,128177,15,8,8,1,0.88,4,1,0,0,0
CUST2081,41,Male,Married,Primary,Employed,137,Current,1,105576,10,8,11,0,0.59,0,1,0,1,0
CUST2100,36,Male,Married,None,Self-employed,99,Current,2,34913,11,13,9,0,0.56,0,1,0,1,0
CUST0875,49,Female,Married,Primary,Employed,27,Savings,1,45982,10,7,7,0,0.63,1,1,0,1,1
CUST0513,34,Female,Married,Primary,Employed,48,Fixed Deposit,1,182854,19,5,5,0,0.82,2,1,0,0,0
CUST1133,45,Male,Single,Secondary,Employed,66,Savings,2,292511,11,8,9,1,0.61,2,1,0,0,1
CUST0882,31,Female,Single,Secondary,Employed,169,Savings,2,52449,13,6,11,1,0.99,0,1,0,0,0
CUST2596,44,Male,Divorced,Secondary,Self-employed,137,Current,2,44512,20,8,11,0,0.99,2,1,0,1,1
CUST2810,36,Male,Single,Secondary,Self-employed,170,Current,1,9898,16,10,10,1,0.58,0,0,1,0,1
CUST2752,30,Female,Single,Secondary,Employed,35,Current,1,420357,12,1,14,0,0.51,0,0,0,0,1
CUST2722,36,Female,Married,Secondary,Unemployed,6,Savings,1,112881,20,5,8,1,0.76,1,0,0,0,1
CUST2448,37,Male,Married,Secondary,Employed,167,Savings,3,178256,15,6,8,0,0.62,1,1,0,0,0
CUST2108,52,Female,Married,Primary,Employed,140,Current,1,69390,11,5,10,0,0.73,3,1,0,0,0
CUST1448,45,Male,Married,Primary,Self-employed,49,Savings,1,41140,7,6,9,0,0.87,1,1,1,0,1
CUST1789,31,Male,Single,Primary,Self-employed,112,Current,2,15840,20,12,9,0,0.98,3,0,0,0,1
CUST0374,35,Female,Single,Secondary,Employed,108,Current,3,30848,12,6,8,0,0.75,1,0,0,0,0
CUST2674,43,Female,Married,Secondary,Employed,93,Current,2,128496,10,5,10,0,0.94,0,1,0,1,0
CUST0427,20,Female,Married,Secondary,Self-employed,157,Current,2,11752,16,10,12,0,0.77,3,0,1,0,1
CUST1169,37,Female,Divorced,None,Employed,99,Savings,1,208444,17,14,14,0,0.64,1,0,0,0,0
CUST1296,37,Male,Divorced,Secondary,Unemployed,79,Savings,1,209642,17,6,9,0,0.62,1,1,0,0,0
CUST0264,47,Female,Married,Secondary,Self-employed,145,Fixed Deposit,1,363601,20,10,5,0,0.72,1,1,0,0,0
CUST2245,41,Female,Married,Secondary,Unemployed,153,Savings,2,207287,13,8,9,0,0.84,2,1,1,1,0
CUST2828,43,Male,Single,Secondary,Employed,12,Current,1,36719,12,9,12,0,0.56,3,1,1,0,1
CUST1723,39,Male,Married,Primary,Self-employed,5,Current,2,5873,18,10,10,0,0.65,1,1,0,0,1
CUST1631,44,Female,Single,Primary,Employed,23,Current,1,22670,15,9,11,2,0.58,3,1,0,0,0
CUST2287,60,Male,Married,Secondary,Self-employed,29,Current,2,85470,8,4,13,0,0.77,0,0,0,1,1
CUST1431,36,Male,Married,Primary,Unemployed,130,Savings,4,652490,6,8,12,1,0.72,2,1,0,0,0
CUST0527,44,Male,Married,Secondary,Self-employed,54,Savings,4,49227,12,7,13,0,0.75,2,1,1,1,1
CUST2981,47,Male,Married,University,Employed,41,Savings,4,58523,13,9,13,0,0.8,1,1,0,0,1
CUST0297,22,Male,Married,Primary,Employed,22,Savings,2,116072,14,1,5,0,0.68,1,1,1,1,1
CUST1999,34,Male,Married,None,Employed,120,Savings,3,71178,11,11,5,1,0.79,0,1,1,0,0
CUST2407,31,Female,Single,Primary,Employed,43,Fixed Deposit,2,178808,18,9,9,0,0.5,0,1,0,0,0
CUST2008,27,Male,Single,Secondary,Employed,21,Savings,1,382613,19,11,10,0,0.79,1,1,0,0,1
CUST1353,27,Female,Married,Secondary,Employed,148,Savings,2,411246,15,8,12,0,0.76,0,0,0,0,1
CUST2507,29,Male,Married,University,Employed,83,Savings,1,129511,14,4,14,1,0.79,2,1,0,0,1
CUST0714,29,Male,Divorced,University,Employed,117,Savings,1,87838,15,15,9,0,0.61,0,0,1,0,0
CUST2865,44,Female,Single,University,Employed,32,Savings,3,204698,20,3,9,0,0.54,0,0,0,0,0
